Esn,Localized Device Description,Device Description,Ip,Country,Region Code Display Name,Near Location,Ts
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:18e9:b067:e6c8:9666,US,Illinois,CHICAGO,2023-06-22 18:56:58
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:45ea:60d5:c275:9f9c,US,Illinois,CHICAGO,2023-05-31 23:32:54
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,15.181.177.144,US,Virginia,ASHBURN,2023-05-05 15:15:52
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,3.144.96.249,US,Ohio,COLUMBUS,2023-05-26 22:46:57
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:9b44:704:ddc9:bbc5:dc7e:fe6a,US,Missouri,ST LOUIS,2023-06-22 17:22:19
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:d34:e970:f77c:f3ed,US,Illinois,CHICAGO,2023-05-15 03:11:28
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:b10e:2681:c4f3:ea74,US,Illinois,CHICAGO,2023-06-26 23:54:08
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:39a0:d022:80dc:e7f6,US,Illinois,CHICAGO,2023-05-04 03:22:28
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:5704:5467:4867:7b47:b48d:32a7,US,California,LOS ANGELES,2023-04-26 14:36:53
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:57ae:85de:3408:3354:e378:eb9a,US,California,CARSON,2023-04-26 04:29:08
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,172.59.191.37,US,Illinois,CHICAGO,2023-05-01 19:53:14
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:9bb8:4114:703d:66cf:8aab:6489,US,Illinois,HARVEY,2023-05-02 13:17:46
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:240:cd08:35ed:54fb:bd7a:fe5a:997d,US,Illinois,CHICAGO,2023-06-23 04:35:40
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:906:118f:b791:16cb,US,Illinois,CHICAGO,2023-06-15 22:42:39
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,172.59.201.250,US,Indiana,MERRILLVILLE,2023-06-15 20:39:52
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb91:2a6:4baf:c26:2e65:3dd3:ee4e,US,California,LOS ANGELES,2023-04-24 05:10:15
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:6d06:f68e:a03a:a1c1,US,Illinois,CHICAGO,2023-06-23 03:10:50
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,15.181.177.186,US,Virginia,ASHBURN,2023-05-05 16:01:04
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:a117:e6fe:5973:60b8:6543:cae5,US,Illinois,ADDISON,2023-05-31 23:32:39
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:4df8:8cf0:ac4f:bf49,US,Illinois,CHICAGO,2023-06-16 12:56:45
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:a1cd:9fb6:60e9:a58d:5856:b894,US,Illinois,CHICAGO,2023-06-15 20:17:14
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:9852:133d:de08:be77,US,Illinois,CHICAGO,2023-06-15 15:18:20
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:6deb:c233:370c:3bad,US,Illinois,CHICAGO,2023-04-17 14:30:16
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:d094:7b2f:4b61:a6a8,US,Illinois,CHICAGO,2023-04-17 21:23:12
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:408b:7a40:23b0:b5d1,US,Illinois,CHICAGO,2023-04-17 03:53:05
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:981e:9776:3b64:c7f2,US,Illinois,CHICAGO,2023-05-12 19:20:21
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:4030:2c03:cf42:15d3,US,Illinois,CHICAGO,2023-06-28 17:47:09
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:7854:b98c:53d6:c93b,US,Illinois,CHICAGO,2023-07-27 03:53:32
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:a048:e779:f687:441,US,Illinois,CHICAGO,2023-05-04 13:49:09
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:c82c:e07f:dbf:be8d,US,Illinois,CHICAGO,2023-05-15 18:52:00
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,172.59.185.168,US,Illinois,CHICAGO,2023-04-21 17:02:59
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:9b44:d4a6:d5d:c68b:2bd1:67e6,US,Illinois,CHICAGO,2023-04-20 19:20:53
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:9f1:ad8:acaf:d57c,US,Illinois,CHICAGO,2023-05-16 23:07:23
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:5421:a23b:3f8:7275,US,Illinois,CHICAGO,2023-05-02 12:43:05
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:5cfa:6f36:cf70:f81d,US,Illinois,CHICAGO,2023-05-03 04:18:49
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:b157:6673:2d68:2cdd,US,Illinois,CHICAGO,2023-05-29 18:38:58
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:9b3e:57b:d01d:1ee7:4d29:5efe,US,Illinois,CHICAGO,2023-07-12 18:51:44
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:54d3:a0fe:fe46:1d7c,US,Illinois,CHICAGO,2023-05-17 20:25:00
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:b522:b962:61b9:c994,US,Illinois,CHICAGO,2023-06-02 15:05:40
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:9bcd:5147:c823:9821:e877:649b,US,Illinois,CHICAGO,2023-05-03 15:31:42
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:e133:4b42:ca9e:a0d2,US,Illinois,CHICAGO,2023-05-12 20:49:49
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:b159:24ab:a108:b778,US,Illinois,CHICAGO,2023-05-04 01:44:46
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:240:cd08:8f53:49a9:811d:424d:556a,US,Illinois,CALUMET CITY,2023-06-02 04:17:08
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,24.1.106.145,US,Illinois,CHICAGO,2023-06-01 02:29:37
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:60d6:5b13:b80d:2710,US,Illinois,CHICAGO,2023-05-15 23:27:49
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:a901:b2d:253f:50f2,US,Illinois,CHICAGO,2023-05-14 18:51:34
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:f40d:7009:5ceb:ae8b,US,Illinois,CHICAGO,2023-06-08 00:27:08
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:f4bc:58f6:683a:ac41,US,Illinois,CHICAGO,2023-06-16 02:52:42
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:3935:a1a1:c26e:a06b,US,Illinois,CHICAGO,2023-06-23 03:59:35
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:5712:5b8d:e155:e414:76a4:2500,US,California,PLACENTIA,2023-04-25 03:43:04
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:1508:457a:97b4:8c6d,US,Illinois,CHICAGO,2023-06-16 16:02:13
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,15.181.177.110,US,Virginia,ASHBURN,2023-05-05 14:27:20
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:3c96:27eb:cb99:b327,US,Illinois,CHICAGO,2023-05-12 15:18:11
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:b563:44c:e148:ae85,US,Illinois,CHICAGO,2023-05-04 17:43:56
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:8931:df89:f27b:2ad1,US,Illinois,CHICAGO,2023-05-15 22:36:00
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,15.181.177.154,US,Virginia,ASHBURN,2023-05-05 17:05:02
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:71aa:fd61:7069:6f0b,US,Illinois,CHICAGO,2023-07-17 21:20:17
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:b070:49b7:bc69:c52f,US,Illinois,CHICAGO,2023-06-22 16:44:22
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:1cc9:f689:7496:677,US,Illinois,CHICAGO,2023-06-17 03:25:35
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:11:f313:93:9488,US,Illinois,CHICAGO,2023-05-25 18:03:05
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,75.104.83.213,US,Florida,MIAMI,2023-04-22 15:25:18
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:9b44:d4a6:1da2:bd07:820b:87a6,US,Illinois,CHICAGO,2023-04-22 02:22:27
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,3.138.245.188,US,Ohio,COLUMBUS,2023-04-22 18:27:14
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb91:3c0:4afe:a9ee:8a1c:a524:6da7,US,California,LOS ANGELES,2023-04-22 18:58:24
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:d9fa:3b66:f8ff:e8e,US,Illinois,CHICAGO,2023-04-19 02:20:12
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:d007:1bd5:6c19:3c4a,US,Illinois,CHICAGO,2023-04-19 15:44:02
NFAPPL-02-IPHONE14=2-360B13948814227917C5338492AC69DE887B5DB32C4C05327518742853A9BF10,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:8cc7:16c:5daf:c367,US,Illinois,CHICAGO,2023-05-02 02:51:39
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:d4e6:273b:e869:bd21,US,Illinois,CHICAGO,2022-11-14 04:47:18
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:dc13:ba8e:6c43:8ae9,US,Illinois,CHICAGO,2023-04-10 03:47:13
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:ed60:b4db:1fb5:37ac,US,Illinois,CHICAGO,2023-04-10 13:35:52
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:4c4e:edc2:b08b:6f7a,US,Illinois,CHICAGO,2023-04-10 00:15:55
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:9116:ba50:e12:97bf,US,Illinois,CHICAGO,2022-12-08 05:32:37
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:cdfb:7430:d42:8061,US,Illinois,CHICAGO,2023-04-06 00:13:02
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:e418:ecaf:eaa4:5498,US,Illinois,CHICAGO,2023-02-01 04:31:29
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:9bae:2ed3:39af:f913:dac5:4002,US,Illinois,CHICAGO,2023-03-05 22:20:43
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:610f:c8ea:ad33:3519,US,Illinois,CHICAGO,2023-03-05 18:53:15
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:9413:edd9:54f0:4402,US,Illinois,CHICAGO,2023-03-22 14:00:21
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,189.202.28.218,MX,Guerrero,ACAPULCO DE JUAREZ,2022-12-15 04:40:08
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:dd08:b437:f7c9:9cd8,US,Illinois,CHICAGO,2022-12-21 04:22:27
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:68f8:bb3f:f267:1721,US,Illinois,CHICAGO,2022-12-21 03:56:40
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:142b:f7f9:fe35:ed5c,US,Illinois,CHICAGO,2022-12-21 16:38:57
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:240:cd08:69f6:c0f9:7b52:8b0f:47e8,US,Illinois,ELGIN,2023-03-20 21:37:02
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:9cc7:90a5:2f2d:7906,US,Illinois,CHICAGO,2023-01-15 18:33:09
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:65a8:b15e:3301:4662,US,Illinois,CHICAGO,2023-02-07 05:22:37
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:8457:4d7d:62b1:700a,US,Illinois,CHICAGO,2022-12-10 01:29:03
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:fda7:546a:b113:4114,US,Illinois,CHICAGO,2023-02-23 04:33:13
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:dcd5:d98e:7011:a606,US,Illinois,CHICAGO,2023-04-01 16:12:18
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:c81e:a696:f9d:db94,US,Illinois,CHICAGO,2023-04-01 05:21:59
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:45ce:98da:2fe:3c3e,US,Illinois,CHICAGO,2023-03-06 01:32:44
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:184b:d97c:2005:ee9b,US,Illinois,CHICAGO,2023-02-22 05:55:12
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:6445:bca0:cc4f:239e,US,Illinois,CHICAGO,2023-03-03 16:16:37
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:c898:fc0f:bca8:7362,US,Illinois,CHICAGO,2023-03-03 19:31:33
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:d9a5:1369:8507:e472,US,Illinois,CHICAGO,2023-03-03 03:51:44
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,15.181.177.154,US,Virginia,ASHBURN,2023-04-12 13:59:27
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:5450:49d8:6b20:6ab6,US,Illinois,CHICAGO,2023-04-12 15:16:46
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:911d:695e:9bce:9845,US,Illinois,CHICAGO,2023-04-12 17:03:40
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:a12b:eb5:bf9f:dbb2,US,Illinois,CHICAGO,2022-12-19 19:57:32
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:18e2:a009:dac9:1015,US,Illinois,CHICAGO,2022-12-18 19:47:28
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:5178:de7b:a412:8f40,US,Illinois,CHICAGO,2022-10-14 04:24:16
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:1c30:85ef:46cb:cde4,US,Illinois,CHICAGO,2022-11-08 16:33:21
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:bd67:8506:f261:17ea,US,Illinois,CHICAGO,2022-11-08 03:13:22
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:6892:941a:d6d9:84a3,US,Illinois,CHICAGO,2023-03-30 21:36:13
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:411f:6ab1:bf91:c404,US,Illinois,CHICAGO,2022-10-11 12:21:45
